axis_level,method,p_interval,fraction_in
800,rbf_bootstrap,0.47368421052631576,0.13955443463640185
800,rbf_bootstrap,0.5263157894736842,0.15510718789407313
800,rbf_bootstrap,0.5789473684210527,0.16939890710382513
800,rbf_bootstrap,0.631578947368421,0.1912568306010929
800,rbf_bootstrap,0.6842105263157894,0.22068095838587642
800,rbf_bootstrap,0.7368421052631579,0.2471626733921816
800,rbf_bootstrap,0.7894736842105263,0.27154266498528795
800,rbf_bootstrap,0.8421052631578947,0.2988650693568726
800,rbf_bootstrap,0.894736842105263,0.33669609079445145
800,rbf_bootstrap,0.9473684210526315,0.40226986128625475
800,rbf_bootstrap,1.0,0.955443463640185
800,gp_mle,0.0,0.0
800,gp_mle,0.05263157894736842,0.05086170659941152
800,gp_mle,0.10526315789473684,0.09836065573770492
800,gp_mle,0.15789473684210525,0.15384615384615385
800,gp_mle,0.21052631578947367,0.1984026902059689
800,gp_mle,0.2631578947368421,0.25346784363177804
800,gp_mle,0.3157894736842105,0.3076923076923077
800,gp_mle,0.3684210526315789,0.36275746111811685
800,gp_mle,0.42105263157894735,0.4119377889869693
800,gp_mle,0.47368421052631576,0.45187053383774695
800,gp_mle,0.5263157894736842,0.5039932744850778
800,gp_mle,0.5789473684210527,0.562421185372005
800,gp_mle,0.631578947368421,0.6233711643547709
800,gp_mle,0.6842105263157894,0.6780159730979403
